ligand,receptor,source,target,label
POMC,MC4R,P01189,P32245,1
IFNW1,IFNAR1,P05000,P17181,1
CSF3,CSF1R,P09919,P07333,1
IGFBP4,IGFL3,P22692,Q6UXB1,1
PNMT,ADRB1,COMPLEX:P11086,P08588,1
IGFBP5,IGFL3,P24593,Q6UXB1,1
PENK,OPRM1,P01210,P35372,1
CHAT,CHRM3,COMPLEX:P28329,P20309,1
TNC,PTPRB,P24821,P23467,1
GCG,RAMP3,P01275,O60896,1
C3,IFITM1,P01024,P13164,1
EGFR,EGF,P00533,P01133,1
PTH,ADRB3,P01270,P13945,1
VTN,ITGAV_ITGB8,P04004,P06756_P26012,1
SERPINF1,WNT7B,P36955,P56706,1
LAMA5,ITGA3_ITGB1,O15230,P26006_P05556,1
TYROBP,SEMA6D,O43914,Q8NFY4,1
GNAI2,ADRA2A,P04899,P08913,1
FGF12,FGFR1,P61328,P11362,1
MTNR1A,GNAI2,P48039,P04899,1
CGN,TGFBR2,Q9P2M7,P37173,1
LAMA3,ITGA3,Q16787,P26006,1
GLS2_SLC17A8,GRM2,COMPLEX:Q8NDX2_Q9UI32,Q14416,1
GNAI2,AGTR2,P04899,P50052,1
IL18,IL18BP,Q14116,O95998,1
WNT3,FZD8_RYK,P56703,Q9H461_P34925,1
WNT4,FZD6_LRP5,P56705,O60353_O75197,1
OCLN,OCLN,Q16625,Q16625,1
LAMB3,ITGB4,Q13751,P16144,1
LAMA3,DAG1,Q16787,Q14118,1
NPY,NPY5R,P01303,Q15761,1
FIRRM,PLSCR4,Q9NSG2,Q9NRQ2,1
WNT11,FZD6,O96014,O60353,1
CXCL2,ADRA2A,P19875,P08913,1
LRRTM4,PTPRS,Q86VH4,Q13332,1
ICAM4,ITGAV,Q14773,P06756,1
CGN,OCLN,Q9P2M7,Q16625,1
AFDN,EPHB3,P55196,P54753,1
EFNA2,EPHA8,O43921,P29322,1
GAD2_SLC6A8,GABRA6_GABRB3_GABRG2,COMPLEX:P48029_Q05329,NA_NA_NA,1
KNG1,MTNR1A,P01042,P48039,1
PTHLH,GPR84,P12272,Q9NQS5,1
FGF14,FGFR3,Q92915,P22607,1
GAD1_SLC6A8,GABRA3_GABRB3_GABRQ,COMPLEX:P48029_Q99259,NA_NA_NA,1
GAL,GRM7,P22466,Q14831,1
CCL25,ACKR4,O15444,Q9NPB9,1
PLAT,LRP1,P00750,Q07954,1
FGF19,FGFR3,O95750,P22607,1
NTN4,NTRK2,Q9HB63,Q16620,1
CNTN4,PTPRG,Q8IWV2,P23470,1
GAD1_SLC6A1,GABRA4_GABRB3_GABRG2,COMPLEX:P30531_Q99259,NA_NA_NA,1
GLS_SLC17A7,GRM7,COMPLEX:O94925_Q9P2U7,Q14831,1
IAPP,CALCR_RAMP2,P10997,P30988_O60895,1
EFNA4,EPHA1,P52798,P21709,1
ALDH1A3,CRABP2_RARG,COMPLEX:P47895,NA_NA,1
NPS,TSHR,P0C0P6,P16473,1
KNG1,ADRA2A,P01042,P08913,1
GLS_SLC1A3,GRIK3_GRIK5,COMPLEX:O94925_P43003,Q13003_NA,1
GLS2_SLC1A3,GRIN1_GRIN2D,COMPLEX:P43003_Q9UI32,NA_O15399,1
RSPO3,WNT8B,Q9BXY4,Q93098,1
GAD1_SLC6A1,GABRA4_GABRB3_GABRD,COMPLEX:P30531_Q99259,NA_NA_NA,1
CXCL1,MTNR1A,P09341,P48039,1
UBA52,TGFBR1,P62987,P36897,1
SCT,GPR20,P09683,Q99678,1
TF,LRP2,P02787,P98164,1
PYY,NPY4R,P10082,P50391,1
PECAM1,PECAM1,P16284,P16284,1
RSPO4,WNT7B,Q2I0M5,P56706,1
PRSS1,F2RL3,P07477,Q96RI0,1
EFNB2,EPHB3,P52799,P54753,1
EGF,ERBB3,P01133,P21860,1
LAMA5,ITGA2,O15230,P17301,1
WNT1,FZD3,P04628,Q9NPG1,1
UCN3,CRHR1,Q969E3,P34998,1
L1CAM,ITGA5,P32004,P08648,1
DKK1,LRP5,O94907,O75197,1
IL36B,IL1RAP_IL1RL2,Q9NZH7,Q9NPH3_Q9HB29,1
LAMC3,ITGA2_ITGB1,Q9Y6N6,P17301_P05556,1
LAMC2,ITGAV_ITGB8,Q13753,P06756_P26012,1
IGFBP4,WNT9A,P22692,O14904,1
GLS_SLC1A7,GRM8,COMPLEX:O00341_O94925,O00222,1
NRXN1,NLGN1,P58400,Q8N2Q7,1
MT-RNR2,FPR3,Q8IVG9,P25089,1
CHAT,CHRM2,COMPLEX:P28329,P08172,1
TNC,ITGA9,P24821,Q13797,1
TNFRSF4,TNFSF4,P43489,P23510,1
EFNA5,EPHB1,P52803,P54762,1
AVP,ADRB2,P01185,P07550,1
LHB,ADRB3,P01229,P13945,1
ITGB3BP,ITGB3,Q13352,P05106,1
BAMBI,FZD4_LRP6,Q13145,Q9ULV1_O75581,1
BAMBI,BMPR1A_BMPR2,Q13145,P36894_Q13873,1
GLS_SLC17A7,GRIN1_GRIN2C,COMPLEX:O94925_Q9P2U7,NA_Q14957,1
EFNA3,F8WCM8,P52797,F8WCM8,1
IGFBP4,WNT2B,P22692,Q93097,1
RLN2,RAMP2,P04090,O60895,1
PSPN,GFRA3,O60542,O60609,1
BMP7,ACVR2A,P18075,P27037,1
NRP1,FLT4_KDR,O14786,P35916_P35968,1
ARPC5,ADRB2,O15511,P07550,1
AGTR2,GNAI2,P50052,P04899,1
EFNA3,EPHA2,P52797,P29317,1
GLS_SLC1A2,GRIK1_GRIK5,COMPLEX:O94925_P43004,P39086_NA,1
GAD2_SLC6A6,GABRA1_GABRB3,COMPLEX:P31641_Q05329,NA_NA,1
IL18,IL18_IL18R1_IL18RAP,Q14116,Q14116_Q13478_O95256,1
CXCL6,MTNR1A,P80162,P48039,1
LAMA1,RPSA,P25391,P08865,1
THBS2,CD47,P35442,Q08722,1
CXCL8,SDC1,P10145,P18827,1
BMP10,ACVRL1_BMPR2,O95393,P37023_Q13873,1
ANGPTL3,ITGB3,Q9Y5C1,P05106,1
RLN2,RAMP3,P04090,O60896,1
CALCB,GPR84,P10092,Q9NQS5,1
RIMS2,ABCA1,Q9UQ26,O95477,1
EDIL3,ITGB5,O43854,P18084,1
GDF5,ACVR1,P43026,Q04771,1
RARRES2,CMKLR2,Q99969,P46091,1
NOTCH4,DLL4,Q99466,Q9NR61,1
IFNA21,IFNA2_IFNAR1_IFNAR2,P01568,P01563_P17181_P48551,1
OMG,LINGO1,P23515,Q96FE5,1
LAMA4,ITGA7_ITGB1,Q16363,Q13683_P05556,1
COL6A2,ITGAV_ITGB8,P12110,P06756_P26012,1
WNT8B,FZD1,Q93098,Q9UP38,1
NOG,BMP7,Q13253,P18075,1
VEGFC,ITGA9,P49767,Q13797,1
RSPO1,WNT4,Q2MKA7,P56705,1
SLC18A1_TPH1,HTR4,COMPLEX:P17752_P54219,Q13639,1
LAMC3,SV2A,Q9Y6N6,Q7L0J3,1
AVP,ADRB3,P01185,P13945,1
PNOC,MTNR1A,Q13519,P48039,1
GLS_SLC1A1,GRIK3_GRIK4,COMPLEX:O94925_P43005,Q13003_NA,1
PLAU,ITGAV,P00749,P06756,1
IFNA2,IFNAR2,P01563,P48551,1
BMP6,ACVR2A_BMPR1B,P22004,P27037_O00238,1
GAD2_SLC6A6,GABRA6_GABRB3_GABRG2,COMPLEX:P31641_Q05329,NA_NA_NA,1
WNT9B,FZD9_LRP6,O14905,O00144_O75581,1
AGRN,LRP4,O00468,O75096,1
GDF2,ACVR2A_ACVRL1,Q9UK05,P27037_P37023,1
WNT10B,FZD10_LRP6,O00744,Q9ULW2_O75581,1
EFNA4,EPHA8,P52798,P29322,1
EFNA5,EPHA6,P52803,Q9UF33,1
AMH,BMPR1B,P03971,O00238,1
PDYN,MTNR1A,P01213,P48039,1
GAD1_SLC6A8,GABRA1_GABRB2_GABRD,COMPLEX:P48029_Q99259,NA_NA_NA,1
FGB,ITGA2B,P02675,P08514,1
SEMA3A,PLXNA2,Q14563,O75051,1
GAD2_SLC6A1,GABRA3_GABRB3_GABRE,COMPLEX:P30531_Q05329,NA_NA_NA,1
CSF2,IL3RA,P04141,P26951,1
GLS_SLC17A7,GRM2,COMPLEX:O94925_Q9P2U7,Q14416,1
FN1,ITGAV_ITGB8,P02751,P06756_P26012,1
ASIP,F11R,P42127,Q9Y624,1
GLS2_SLC1A1,GRIK3_GRIK5,COMPLEX:P43005_Q9UI32,Q13003_NA,1
BMP4,BMPR1A,P12644,P36894,1
GLS_SLC17A7,GRIA3,COMPLEX:O94925_Q9P2U7,P42263,1
LAMA1,SV2A,P25391,Q7L0J3,1
OMG,NGFR,P23515,P08138,1
HCRT,NPFFR2,O43612,Q9Y5X5,1
HRAS,INSR,P01112,P06213,1
BAG6,NCR3,P46379,O14931,1
ADM,CALCRL_GPER1_RAMP3,P35318,Q16602_Q99527_O60896,1
WNT5B,FZD2,Q9H1J7,Q14332,1
CFC1,SMAD3,P0CG37,P84022,1
WNT16,FZD1,Q9UBV4,Q9UP38,1
DBH_SLC18A2,ADRA1D,COMPLEX:P09172_Q05940,P25100,1
GLS_SLC17A6,GRM7,COMPLEX:O94925_Q9P2U8,Q14831,1
APOC3,LDLR,P02656,P01130,1
GLS2_SLC1A1,GRIA2,COMPLEX:P43005_Q9UI32,P42262,1
EFNA3,EPHA3,P52797,P29320,1
COL4A2,CD93,P08572,Q9NPY3,1
IL36A,IL1RL2,Q9UHA7,Q9HB29,1
THBS1,TGFB3,P07996,P10600,1
RAET1E,HCST_KLRK1,Q8TD07,NA_P26718,1
IFNB1,IFNAR1_IFNAR2,P01574,P17181_P48551,1
IFNK,IFNAR1,Q9P0W0,P17181,1
NBL1,BMP15,P41271,O95972,1
NT5E_SLC29A1,ADORA2A,COMPLEX:P21589_Q99808,P29274,1
GAD1_SLC6A1,GABBR2,COMPLEX:P30531_Q99259,O75899,1
COL4A1,CD93,P02462,Q9NPY3,1
AGRP,MC5R,O00253,P33032,1
INSL3,RAMP2,P51460,O60895,1
PDGFC,KDR,Q9NRA1,P35968,1
GNAI2,ADCY1,P04899,Q08828,1
CGN,F11R,Q9P2M7,Q9Y624,1
SLC18A2_TPH2,HTR3A_HTR3B_HTR3C_HTR3D,COMPLEX:Q05940_Q8IWU9,P46098_O95264_Q8WXA8_Q70Z44,1
CALM2,KCNQ1,P0DP24,P51787,1
SLC6A4_TPH2,HTR1E,COMPLEX:P31645_Q8IWU9,P28566,1
GLS2_SLC1A2,GRIA3,COMPLEX:P43004_Q9UI32,P42263,1
LRRC4,NTNG2,Q9HBW1,Q96CW9,1
ICAM2,CD209,P13598,Q9NNX6,1
SAA1,FPR2,P0DJI8,P25090,1
DUSP18,RPSA,Q8NEJ0,P08865,1
VIP,VIPR2,P01282,P41587,1
TNC,CNTN1,P24821,Q12860,1
HRAS,SDC2,P01112,P34741,1
PPBP,MTNR1A,P02775,P48039,1
CRH,ADCYAP1R1,P06850,P41586,1
HLA-C,LILRB1,P10321,Q8NHL6,1
DDC,HTR4,COMPLEX:P20711,Q13639,1
TGFB1,SMAD3,P01137,P84022,1
CALR,MTNR1A,P27797,P48039,1
CCL16,CCR8,O15467,P51685,1
WNT2B,FZD5_LRP5,Q93097,Q13467_O75197,1
CCL8,CCR1,P80075,P32246,1
EREG,ERBB3,O14944,P21860,1
GLS_SLC17A6,GRIN1_GRIN2D,COMPLEX:O94925_Q9P2U8,NA_O15399,1
APOA4,LRP2,P06727,P98164,1
ARF1,CHRM3,P84077,P20309,1
COL2A1,ITGA1,P02458,P56199,1
IFNA6,IFNAR1,P05013,P17181,1
GAD1_SLC6A1,GABRA1_GABRB2_GABRD,COMPLEX:P30531_Q99259,NA_NA_NA,1
IGFBP5,IGF2,P24593,P01344,1
ADCYAP1,ADRB3,P18509,P13945,1
MMP9,ITGB2,P14780,P05107,1
RSPO2,WNT8B,Q6UXX9,Q93098,1
CALCA,CALCR,P06881,P30988,1
GLS_SLC17A8,GRM2,COMPLEX:O94925_Q8NDX2,Q14416,1
CXCL10,CCR3,P02778,P51677,1
GDF7,BMPR1A_BMPR2,Q7Z4P5,P36894_Q13873,1
GLS2_SLC1A6,GRIN1_GRIN2C,COMPLEX:P48664_Q9UI32,NA_Q14957,1
NID1,PTPRF,P14543,P10586,1
CCL13,CCR10,Q99616,P46092,1
DAGLB,CNR1,COMPLEX:Q8NCG7,P21554,1
LAMB3,ITGA2_ITGB1,Q13751,P17301_P05556,1
RSPO2,WNT3A,Q6UXX9,P56704,1
SOST,WNT7B,Q9BQB4,P56706,1
GLS2_SLC1A3,GRIA1,COMPLEX:P43003_Q9UI32,P42261,1
IFNA16,IFNAR2,P05015,P48551,1
PLG,F2RL3,P00747,Q96RI0,1
GNAI2,LPAR3,P04899,Q9UBY5,1
WNT3,FZD5,P56703,Q13467,1
GLS_SLC1A6,GRIA2,COMPLEX:O94925_P48664,P42262,1
CGA,PTH1R,P01215,Q03431,1
SST,ADRA2A,P61278,P08913,1
COL4A3,ITGAV_ITGB8,Q01955,P06756_P26012,1
COL3A1,ADGRG1,P02461,Q9Y653,1
MMP9,CD44,P14780,P16070,1
GLS2_SLC1A7,GRIA4,COMPLEX:O00341_Q9UI32,P48058,1
CORT,GHSR,O00230,Q92847,1
CHAT_SLC5A7,CHRM4,COMPLEX:P28329_Q9GZV3,P08173,1
GAD1_SLC6A12,GABRA1_GABRB2,COMPLEX:P48065_Q99259,NA_NA,1
SFRP1,WNT7B,Q8N474,P56706,1
ADM2,PTH1R,Q7Z4H4,Q03431,1
NPW,ADRA2A,Q8N729,P08913,1
ARTN,GFRA1_RET,Q5T4W7,P56159_P07949,1
GAL,GALR1,P22466,P47211,1
CCL24,CCR2,O00175,P41597,1
TENM1,ADGRL1,Q9UKZ4,O94910,1
CDON,PTCH2_SMO,Q4KMG0,Q9Y6C5_Q99835,1
GNAI2,OPRM1,P04899,P35372,1
FASLG,FAS,P48023,P25445,1
CCL20,CXCR3,P78556,P49682,1
ICAM4,RHAG,Q14773,Q02094,1
BMP8A,BMPR1A,Q7Z5Y6,P36894,1
GAD1_SLC32A1,GABRA2_GABRB3_GABRG2,COMPLEX:Q99259_Q9H598,NA_NA_NA,1
SCT,PTH1R,P09683,Q03431,1
WNT16,FZD7_LRP5,Q9UBV4,O75084_O75197,1
LRFN4,PTPRF,Q6PJG9,P10586,1
FRZB,WNT10B,Q92765,O00744,1
INHBA,ACVR1B_ACVR2A,P08476,P36896_P27037,1
RLN3,RAMP3,Q8WXF3,O60896,1
GLS2_SLC1A6,GRIA1,COMPLEX:P48664_Q9UI32,P42261,1
TPH1,HTR2C,P17752,P28335,1
GDF7,ACVR2A,Q7Z4P5,P27037,1
GLS2_SLC17A8,GRIN1_GRIN2A,COMPLEX:Q8NDX2_Q9UI32,NA_NA,1
GLS_SLC17A8,GRM3,COMPLEX:O94925_Q8NDX2,Q14832,1
POMC,MC5R,P01189,P33032,1
ADM2,TSHR,Q7Z4H4,P16473,1
FGF2,FGFR3,P09038,P22607,1
PYY,GPR83,P10082,Q9NYM4,1
GAD1_SLC6A6,GABRA3_GABRB3_GABRG2,COMPLEX:P31641_Q99259,NA_NA_NA,1
SFRP1,WNT2B,Q8N474,Q93097,1
LRPAP1,SORT1,P30533,Q99523,1
VCAM1,ITGAD,P19320,Q13349,1
CCL7,CCR10,P80098,P46092,1
APOB,TLR4,P04114,O00206,1
APP,GPC1,P05067,P35052,1
VIP,RAMP3,P01282,O60896,1
DLK1,NOTCH4,P80370,Q99466,1
PDGFB,ITGAV,P01127,P06756,1
EFNB2,EPHA6,P52799,Q9UF33,1
GLS_SLC1A2,GRIK3_GRIK5,COMPLEX:O94925_P43004,Q13003_NA,1
DDC_SLC18A2,DRD2,COMPLEX:P20711_Q05940,P14416,1
DKK4,WNT4,Q9UBT3,P56705,1
SLC18A2_TPH2,HTR6,COMPLEX:Q05940_Q8IWU9,P50406,1
IAPP,CALCR_RAMP3,P10997,P30988_O60896,1
CD99,CD99,P14209,P14209,1
PRSS2,PARD3,P07478,Q8TEW0,1
SEMA3F,NRP2,Q13275,O60462,1
PF4V1,THBD,P10720,P07204,1
PNMT,ADRB3,COMPLEX:P11086,P13945,1
BMP6,BMPR1A_BMPR2,P22004,P36894_Q13873,1
PTGDS,PTGDR2,COMPLEX:P41222,Q9Y5Y4,1
PNMT_SLC18A1,ADRB1,COMPLEX:P11086_P54219,P08588,1
LAMB1,ITGAV_ITGB8,P07942,P06756_P26012,1
CALM3,SCN10A,P0DP25,Q9Y5Y9,1
WNT3A,LRP5,P56704,O75197,1
GREM1,KDR,O60565,P35968,1
PSAP,A0A6I8PL36,P07602,A0A6I8PL36,1
CTLA4,CD80,P16410,P33681,1
LEFTY1,ACVR1B,O75610,P36896,1
ADAM9,ITGB5,Q13443,P18084,1
FGF8,FGFR3,P55075,P22607,1
RYK,FZD9,P34925,O00144,1
GLS2_SLC17A8,GRIK2_GRIK4,COMPLEX:Q8NDX2_Q9UI32,Q13002_NA,1
NPY,NPY6R,P01303,Q99463,1
EPHA8,EFNA4,P29322,P52798,1
GPC6,LRP2,Q9Y625,P98164,1
CALM2,ABCA1,P0DP24,O95477,1
NXPH3,NRXN1,O95157,P58400,1
LAMC1,ITGA6_ITGB4,P11047,P23229_P16144,1
IGFBP1,IGF2,P08833,P01344,1
RLN3,ADCYAP1R1,Q8WXF3,P41586,1
PTPRM,PTPRM,P28827,P28827,1
LAMC1,ITGA2,P11047,P17301,1
BMP6,BMPR1B_BMPR2,P22004,O00238_Q13873,1
DKK2,LRP6,Q9UBU2,O75581,1
DBH_SLC6A2,ADRA1A,COMPLEX:P09172_P23975,P35348,1
INHA,ACVR1_ACVR2A,P05111,Q04771_P27037,1
ADAM9,ITGAV,Q13443,P06756,1
JAG1,NOTCH3,P78504,Q9UM47,1
RNF43,FZD3_LRP6,Q68DV7,Q9NPG1_O75581,1
FSHB,RAMP3,P01225,O60896,1
FGF2,GPC4,P09038,O75487,1
CCL8,CCR10,P80075,P46092,1
DBH_SLC6A2,ADRA1D,COMPLEX:P09172_P23975,P25100,1
CDH7,CDH7,Q9ULB5,Q9ULB5,1
NCAN,CDH2,O14594,P19022,1
SEMA7A,PLXNC1,O75326,O60486,1
WNT7B,FZD10_LRP6,P56706,Q9ULW2_O75581,1
SLC18A1_TPH2,HTR2A,COMPLEX:P54219_Q8IWU9,P28223,1
CCL2,CCR10,P13500,P46092,1
TFPI,VLDLR,P10646,P98155,1
IL4,IL2RG,P05112,P31785,1
SLITRK1,PTPRD,Q96PX8,P23468,1
VIP,ADRB3,P01282,P13945,1
CCL27,CCR10,Q9Y4X3,P46092,1
GLS2_SLC1A7,GRIK1,COMPLEX:O00341_Q9UI32,P39086,1
CALCB,CALCRL,P10092,Q16602,1
EFNA5,EPHB2,P52803,P29323,1
NRG1,ERBB4,Q02297,Q15303,1
ROR2,FZD6,Q01974,O60353,1
INHA,ACVR1B_ACVR2B,P05111,P36896_Q13705,1
FGB,ITGAM,P02675,P11215,1
VEGFA,KDR,P15692,P35968,1
GNAS,ADCY7,Q5JWF2,P51828,1
LIF,IL6ST_LIFR,P15018,P40189_P42702,1
LAMA1,ITGA7_ITGB1,P25391,Q13683_P05556,1
EPHB2,EFNB2,P29323,P52799,1
DBH_SLC18A2,ADRA1B,COMPLEX:P09172_Q05940,P35368,1
THBS2,ITGB3,P35442,P05106,1
CCN2,LRP6,P29279,O75581,1
SLC18A1_TPH1,HTR2A,COMPLEX:P17752_P54219,P28223,1
WNT3A,LRP1,P56704,Q07954,1
PNMT_SLC18A1,ADRA1B,COMPLEX:P11086_P54219,P35368,1
VTN,H3BM21,P04004,H3BM21,1
WNT3,FZD10_LRP5,P56703,Q9ULW2_O75197,1
DEFB4B,TLR4,O15263,O00206,1
WNT10A,FZD7_LRP6,Q9GZT5,O75084_O75581,1
CYP11A1,NR1H4,COMPLEX:P05108,Q96RI1,1
GLS_SLC1A6,GRIK1_GRIK5,COMPLEX:O94925_P48664,P39086_NA,1
WNT7A,LRP6,O00755,O75581,1
LAMA1,TMPRSS6,P25391,Q8IU80,1
BAMBI,FZD9_LRP6,Q13145,O00144_O75581,1
HEBP1,ADRA2A,Q9NRV9,P08913,1
IL12B,IL23R,P29460,Q5VWK5,1
IL17C,IL17RA,Q9P0M4,Q96F46,1
EPHA2,EFNA4,P29317,P52798,1
GNAS,TSHR,Q5JWF2,P16473,1
COL6A2,ITGA3_ITGB1,P12110,P26006_P05556,1
ABCA1,SHANK1,O95477,Q9Y566,1
GAD2_SLC6A6,GABRA1_GABRB3_GABRG2,COMPLEX:P31641_Q05329,NA_NA_NA,1
GAD2_SLC6A1,GABRA3_GABRB3_GABRG2,COMPLEX:P30531_Q05329,NA_NA_NA,1
CP,SLC40A1,P00450,Q9NP59,1
TAC4,TACR1,Q86UU9,P25103,1
GLS_SLC1A2,GRIA1,COMPLEX:O94925_P43004,P42261,1
COL9A1,GP6,P20849,Q9HCN6,1
BMP8A,ACVR2A,Q7Z5Y6,P27037,1
RSPO2,LGR6,Q6UXX9,Q9HBX8,1
ZNRF3,FZD4_LRP6,Q9ULT6,Q9ULV1_O75581,1
PTHLH,PTH2R,P12272,P49190,1
INHBA_INHBB,ACVR1_ACVR2A,COMPLEX:P08476_P09529,Q04771_P27037,1
BAMBI,FZD5_LRP5,Q13145,Q13467_O75197,1
GDF9,BMPR2_TGFBR1,O60383,Q13873_P36897,1
WNT5B,FZD3,Q9H1J7,Q9NPG1,1
IFNA8,IFNA2_IFNAR1_IFNAR2,P32881,P01563_P17181_P48551,1
PSPN,SDC3,O60542,O75056,1
MMP7,ERBB4,P09237,Q15303,1
GNAS,AVPR2,Q5JWF2,P30518,1
PLAU,MRC2,P00749,Q9UBG0,1
BMP8A,ACVR1_BMPR2,Q7Z5Y6,Q04771_Q13873,1
EGFR,EPGN,P00533,Q6UW88,1
C3,MTNR1A,P01024,P48039,1
COL4A4,ITGA2,P53420,P17301,1
WNT9A,FZD10_LRP5,O14904,Q9ULW2_O75197,1
WNT7A,FZD9_LRP5,O00755,O00144_O75197,1
PMCH,MCHR2,P20382,Q969V1,1
HSD3B1,CATSPER3_CATSPERB,COMPLEX:P14060,NA_NA,1
B4DXG7,EPHA8,B4DXG7,P29322,1
INHBC,ACVR1B,P55103,P36896,1
GLS2_SLC17A6,GRIK2_GRIK4,COMPLEX:Q9P2U8_Q9UI32,Q13002_NA,1
GAD2_SLC6A1,GABRA1_GABRB2_GABRG2,COMPLEX:P30531_Q05329,NA_NA_NA,1
GHRL,GHSR,Q9UBU3,Q92847,1
GIP,GPR84,P09681,Q9NQS5,1
HLA-A,APLP2,P04439,Q06481,1
COL2A1,ITGA9_ITGB1,P02458,Q13797_P05556,1
SERPINF1,WNT10A,P36955,Q9GZT5,1
AREG,EGFR_ERBB2,P15514,P00533_P04626,1
APCDD1,FZD9_LRP5,Q8J025,O00144_O75197,1
HLA-E,CD8B,P13747,P10966,1
TF,TFR2,P02787,Q9UP52,1
LAMB3,CD44,Q13751,P16070,1
ADCYAP1,RAMP2,P18509,O60895,1
PNMT_SLC18A2,ADRB3,COMPLEX:P11086_Q05940,P13945,1
GPR15LG,GPR15,Q6UWK7,P49685,1
FST,TGFB1,P19883,P01137,1
FSHB,ADRB2,P01225,P07550,1
GLS_SLC1A7,GRIK2_GRIK4,COMPLEX:O00341_O94925,Q13002_NA,1
BMP7,ACVR2A_BMPR1A,P18075,P27037_P36894,1
INHA,ACVR2B,P05111,Q13705,1
WNT7A,FZD8_LRP6,O00755,Q9H461_O75581,1
IL18,IL18R1_IL18RAP,Q14116,Q13478_O95256,1
SFRP2,WNT7B,Q96HF1,P56706,1
TGFB1,ACVRL1,P01137,P37023,1
MADCAM1,CD44,Q13477,P16070,1
WNT10A,FZD5_LRP5,Q9GZT5,Q13467_O75197,1
APLN,ADRA2A,Q9ULZ1,P08913,1
AKR1B1,PTGFR,COMPLEX:P15121,P43088,1
LHB,GPR20,P01229,Q99678,1
EMILIN1,TGFB3,Q9Y6C2,P10600,1
PTH2,GPR84,Q96A98,Q9NQS5,1
COL4A2,CD44,P08572,P16070,1
GLS_SLC1A6,GRIN1_GRIN2C,COMPLEX:O94925_P48664,NA_Q14957,1
WNT4,FZD10_LRP5,P56705,Q9ULW2_O75197,1
RSPO3,WNT8A,Q9BXY4,Q9H1J5,1
TNFSF10,TNFRSF10C,P50591,O14798,1
SFRP2,WNT9A,Q96HF1,O14904,1
NRG1,ERBB2_ERBB4,Q02297,P04626_Q15303,1
COL18A1,GPC4,P39060,O75487,1
FN1,SDC2,P02751,P34741,1
SLC18A1_TPH1,HTR2C,COMPLEX:P17752_P54219,P28335,1
DCHS1,FAT4,Q96JQ0,Q6V0I7,1
IFNL2,IL10RB,Q8IZJ0,Q08334,1
CHAT_SLC18A3,CHRM4,COMPLEX:P28329_Q16572,P08173,1
CALCB,PTH1R,P10092,Q03431,1
CLEC11A,KIT,Q9Y240,P10721,1
RNF43,FZD1_LRP6,Q68DV7,Q9UP38_O75581,1
DBH_SLC6A2,ADRA2C,COMPLEX:P09172_P23975,P18825,1
CD48,CD2,P09326,P06729,1
GDF10,ACVR1B_ACVR2A,P55107,P36896_P27037,1
BMP7,ACVR1_ACVR2A,P18075,Q04771_P27037,1
IL18,IL1RAPL1,Q14116,Q9NZN1,1
CCL5,CXCR3,P13501,P49682,1
PTN,CDH10,P21246,Q9Y6N8,1
GLS_SLC1A6,GRM4,COMPLEX:O94925_P48664,Q14833,1
IFNL3,IFNLR1_IL10RB,Q8IZI9,Q8IU57_Q08334,1
FN1,ROBO4,P02751,Q8WZ75,1
VCAN,TLR1,P13611,Q15399,1
LEFTY2,TGFB3,O00292,P10600,1
NEGR1,NEGR1,Q7Z3B1,Q7Z3B1,1
IL1RN,IL1B_IL1R1_IL1RAP,P18510,P01584_P14778_Q9NPH3,1
CTHRC1,FZD3,Q96CG8,Q9NPG1,1
APCDD1,FZD7_LRP5,Q8J025,O75084_O75197,1
GAD1_SLC6A8,GABRA1_GABRB3_GABRG2,COMPLEX:P48029_Q99259,NA_NA_NA,1
SIRPG,CD47,Q9P1W8,Q08722,1
PDGFB,PDGFRA,P01127,P16234,1
NRG2,ERBB3,O14511,P21860,1
UBA52,SMAD3,P62987,P84022,1
TNF,SLC5A11,P01375,Q8WWX8,1
CALCA,ADRB3,P06881,P13945,1
WNT11,FZD3,O96014,Q9NPG1,1
IL15,IL15RA,P40933,Q13261,1
EFNB2,EPHB4,P52799,P54760,1
INSL3,TSHR,P51460,P16473,1
PLXNA1,NOTCH1,Q9UIW2,P46531,1
WNT7B,FZD9_LRP6,P56706,O00144_O75581,1
PTH2,RAMP2,Q96A98,O60895,1
NODAL,ACVR2A,Q96S42,P27037,1
COL4A1,ITGAV_ITGB8,P02462,P06756_P26012,1
BMP3,BMPR1A,P12645,P36894,1
WNT3A,FZD4_LRP5,P56704,Q9ULV1_O75197,1
TNFSF10,TNFRSF10A,P50591,O00220,1
RSPO3,WNT3A,Q9BXY4,P56704,1
PNMT_SLC18A2,ADRA2B,COMPLEX:P11086_Q05940,P18089,1
WNT16,FZD6_LRP6,Q9UBV4,O60353_O75581,1
HLA-C,CD8B2,P10321,A6NJW9,1
COL1A2,ITGA10_ITGB1,P08123,O75578_P05556,1
PTH,TSHR,P01270,P16473,1
RLN2,ADRB2,P04090,P07550,1
CCL5,CCR5,P13501,P51681,1
HLA-A,KIR2DL3,P04439,P43628,1
TGFB3,ACVR1_TGFBR2,P10600,Q04771_P37173,1
CNTF,IL6R,P26441,P08887,1
IGFBP4,IGF2,P22692,P01344,1
GNAI2,ADCY8,P04899,P40145,1
POMC,ADRA2A,P01189,P08913,1
ADM2,VIPR1,Q7Z4H4,P32241,1
DKK4,WNT9A,Q9UBT3,O14904,1
